iter	Passed	Remaining
402	13743	3308
403	13772	3272
404	13801	3237
405	13830	3202
406	13859	3166
407	13893	3132
408	13942	3102
409	13988	3070
410	14019	3035
411	14067	3004
412	14098	2969
413	14146	2938
414	14178	2903
415	14223	2872
416	14255	2837
417	14289	2803
418	14321	2768
419	14404	2743
420	14451	2711
421	14497	2679
422	14533	2645
423	14577	2612
424	14608	2577
425	14655	2545
426	14685	2510
427	14718	2475
428	14748	2440
429	14776	2405
430	14820	2372
431	14881	2342
432	14910	2307
433	14939	2271
434	14968	2236
435	15004	2202
436	15034	2167
437	15067	2132
438	15099	2098
439	15173	2069
440	15208	2034
441	15265	2003
442	15293	1967
443	15325	1932
444	15352	1897
445	15390	1863
446	15425	1828
447	15466	1795
448	15494	1759
449	15522	1724
450	15549	1689
451	15590	1655
452	15621	1620
453	15655	1586
454	15689	1551
455	15734	1518
456	15768	1483
457	15816	1450
458	15848	1415
459	15892	1381
460	15922	1346
461	15953	1312
462	15979	1277
463	16036	1244
464	16063	1209
465	16114	1175
466	16142	1140
467	16193	1107
468	16222	1072
469	16248	1037
470	16280	1002
471	16307	967
472	16335	932
473	16363	897
474	16391	862
475	16420	827
476	16448	793
477	16479	758
478	16506	723
479	16535	688
480	16564	654
481	16603	620
482	16634	585
483	16663	550
484	16692	516
485	16734	482
486	16769	447
487	16816	413
488	16844	378
489	16875	344
490	16904	309
491	16943	275
492	16973	241
493	17019	206
494	17047	172
495	17076	137
496	17107	103
497	17162	68
498	17193	34
499	17223	0
