iter	F1	Logloss
80	0.9635173059	0.04811407123
81	0.9635173059	0.04751356595
82	0.9654205607	0.04705343399
83	0.9654205607	0.04676704424
84	0.9658719028	0.04654326984
85	0.966323667	0.04549354566
86	0.9677720691	0.04486504016
87	0.9687354176	0.04451312195
88	0.9682539683	0.04423855335
89	0.9682539683	0.04423276141
90	0.9687354176	0.04374336292
91	0.9701770736	0.04312882902
92	0.9701770736	0.04287749073
93	0.9701770736	0.04244187709
94	0.9701770736	0.04214080351
95	0.9706293706	0.04193582122
96	0.9706293706	0.04174421557
97	0.9715617716	0.04131321591
98	0.9710820896	0.04084152426
99	0.9715617716	0.04044907815
100	0.9734760354	0.03986622791
101	0.9739534884	0.03953252235
102	0.9734760354	0.03915954524
103	0.9744304974	0.03867904139
104	0.9744304974	0.03842743786
105	0.9744304974	0.0382513615
106	0.9749070632	0.03781453647
107	0.9754060325	0.03740691234
108	0.9758812616	0.03714819212
109	0.9758812616	0.03690300359
110	0.9763341067	0.03671189061
111	0.9772832638	0.0361863871
112	0.9772832638	0.03576661334
113	0.9768089054	0.03529568069
114	0.9772832638	0.03496758679
115	0.9782104775	0.03468590016
116	0.9791376912	0.03420494007
117	0.9787037037	0.03386226102
118	0.9796296296	0.03335301834
119	0.9796296296	0.03325347506
120	0.9800833719	0.03297160521
121	0.9800833719	0.03291526376
122	0.9805555556	0.03263449613
123	0.9814814815	0.0320753615
124	0.9824074074	0.03137827575
125	0.9824074074	0.03112075001
126	0.9824074074	0.03091503781
127	0.9824074074	0.03076514684
128	0.9828624363	0.03062083509
129	0.9828624363	0.03052325687
130	0.9833333333	0.03015906869
131	0.9838037945	0.03000039454
132	0.9838037945	0.02992846202
133	0.9842738205	0.02974912058
134	0.9842738205	0.02946608024
135	0.9847434119	0.02928068361
136	0.9847434119	0.02925061271
137	0.9847434119	0.02901110908
138	0.9838037945	0.0287283897
139	0.9847434119	0.02844379451
140	0.9851988899	0.02818651902
141	0.984729292	0.02786782066
142	0.9866050808	0.02755327853
143	0.9870729455	0.02727568815
144	0.9870729455	0.02697842298
145	0.9870729455	0.02695756005
146	0.9870729455	0.02687649977
147	0.9861367837	0.02679029472
148	0.9861367837	0.0265035501
149	0.9861495845	0.02620569786
150	0.9856812933	0.02599192656
151	0.9861495845	0.0258651467
152	0.9866174435	0.02572594058
153	0.9870729455	0.02563273668
154	0.9866050808	0.02555542607
155	0.9870729455	0.0253875136
156	0.9879852126	0.02506557046
157	0.9884526559	0.02469435639
158	0.988909427	0.02439931023
159	0.988909427	0.02430217854
160	0.9893666204	0.02395222463
161	0.9898242368	0.02373452993
162	0.9907663897	0.02340839549
163	0.9912321181	0.02324456074
164	0.9912321181	0.02317595655
165	0.9921550531	0.02298262015
166	0.9921550531	0.02272144732
167	0.9921550531	0.02262045449
168	0.9921550531	0.02243781333
169	0.9921550531	0.02222863191
170	0.9921550531	0.02201487148
171	0.9926199262	0.02184894352
172	0.9930843707	0.02164832604
173	0.9930843707	0.02148933873
174	0.9930843707	0.02138271348
175	0.9930843707	0.02131669497
176	0.9930843707	0.02124537539
177	0.9935483871	0.02114126984
178	0.9930843707	0.02089972341
179	0.9930843707	0.02078116612
180	0.9935424354	0.02054631314
181	0.9935424354	0.02022426803
182	0.9935424354	0.02019360482
183	0.9940009229	0.01997622891
184	0.9940064546	0.01978258926
185	0.9949285385	0.01952089937
186	0.9944700461	0.01946397472
187	0.9944700461	0.01946335885
188	0.9944700461	0.01929696777
189	0.9940064546	0.01919534911
190	0.9949285385	0.01902241841
191	0.9949285385	0.01898381821
192	0.9949285385	0.01890781024
193	0.9949285385	0.01888136544
194	0.9949285385	0.01874291321
195	0.9949285385	0.0187210738
196	0.9953874539	0.01860725456
197	0.9963099631	0.01827202757
198	0.9963099631	0.01821554994
199	0.9963099631	0.01808294823
200	0.9963099631	0.01806502792
201	0.9967727063	0.01794067701
202	0.9967727063	0.01781388978
203	0.9967727063	0.01775230246
204	0.9967727063	0.01751965363
205	0.9976969139	0.01735738498
206	0.9976969139	0.0172890775
207	0.9976969139	0.01711368318
208	0.997235023	0.01689211133
209	0.997235023	0.01687613531
210	0.997235023	0.01683561203
211	0.9976969139	0.01677246927
212	0.9976969139	0.0167696095
213	0.9976969139	0.01676195982
214	0.9976969139	0.01664022604
215	0.9976969139	0.01654370309
216	0.9976969139	0.0164824991
217	0.9976969139	0.01639767013
218	0.9976969139	0.01630838251
219	0.9972375691	0.01619635192
220	0.9972375691	0.01614107805
221	0.9972375691	0.01602310509
222	0.9976990336	0.01586147516
223	0.9976990336	0.01574475936
224	0.9981583794	0.0155383872
225	0.9981583794	0.01536702935
226	0.9981583794	0.01527167459
227	0.9981583794	0.01518800772
228	0.9981583794	0.0150869159
229	0.9981583794	0.01505380365
230	0.9981583794	0.01498489599
231	0.9981583794	0.01492380579
232	0.9981583794	0.01480869277
233	0.9981583794	0.01475308595
234	0.9981583794	0.01465087618
235	0.9986181483	0.01448053256
236	0.9986181483	0.01442138128
237	0.999078341	0.01434811934
238	0.999078341	0.01427159356
239	0.999078341	0.01417221762
240	0.999078341	0.01405503588
241	0.999078341	0.0140176263
242	0.999078341	0.01391028731
243	0.999078341	0.01389862068
244	0.999078341	0.01383478338
245	0.999078341	0.01366834316
246	0.999078341	0.01362577502
247	0.999078341	0.01352997759
248	0.999078341	0.01341318016
249	0.999078341	0.01337838279
250	0.999078341	0.01325137439
251	0.999078341	0.01319456706
252	0.999078341	0.01311357437
253	0.999078341	0.01302940602
254	0.999078341	0.01297478007
255	0.999078341	0.01294419919
256	0.999078341	0.01293839221
257	0.999078341	0.01289070707
258	0.999078341	0.01281390584
259	0.999078341	0.01275119669
260	0.999078341	0.01268953643
261	0.999078341	0.01256342064
262	0.999538958	0.01247487277
263	0.999538958	0.01241242839
264	0.999538958	0.01239362545
265	0.999538958	0.01225291475
266	0.999538958	0.01224003528
267	0.999538958	0.01212717484
268	0.999538958	0.01207362714
269	0.999538958	0.01207051857
270	0.999538958	0.01206912924
271	0.999538958	0.01202408445
272	0.999538958	0.01187549855
273	0.999538958	0.01186759941
274	0.999538958	0.0118024375
275	0.999538958	0.01175474381
276	0.999538958	0.01174163781
277	0.999538958	0.01163604741
278	1	0.01148008757
279	1	0.01136197827
280	1	0.01130979589
281	1	0.01125764025
282	1	0.01123802928
283	1	0.01119506138
284	1	0.01118761715
285	1	0.01111548097
286	1	0.01101568859
287	1	0.01095665194
288	1	0.01090278611
289	1	0.01080836159
290	1	0.01072310793
291	1	0.01063963883
292	1	0.01062652096
293	1	0.01055366363
294	1	0.01044881482
295	1	0.01038683882
296	1	0.01034316367
297	1	0.01033172293
298	1	0.0103192023
299	1	0.01024965678
300	1	0.01021650144
301	1	0.01015135207
