iter	F1	Logloss
0	0.7126084737	0.3539797109
1	0.7645516518	0.2342415265
2	0.8018386108	0.1909130804
3	0.8166838311	0.1702456897
4	0.8324050633	0.148275827
5	0.8483950617	0.1330155358
6	0.8666666667	0.1244553376
7	0.8706225681	0.1180755399
8	0.874818753	0.1116306838
9	0.8832046332	0.1055113145
10	0.8956937799	0.09936765368
11	0.8977055449	0.09644254262
12	0.9025787966	0.09325584119
13	0.9084005695	0.08785493547
14	0.9103840683	0.08438754538
15	0.917535545	0.08163912142
16	0.9185606061	0.0811937429
17	0.9195075758	0.08093052568
18	0.9231494578	0.07834661752
19	0.9268522888	0.0773534677
20	0.9259783121	0.07655367876
21	0.9262759924	0.07415652644
22	0.9291115312	0.07296182134
23	0.9290444655	0.07145640162
24	0.9379699248	0.06744959952
25	0.937911571	0.06631729671
26	0.9389097744	0.06409653809
27	0.9413970933	0.06244440937
28	0.9456419869	0.06085713441
29	0.950911641	0.05833064516
30	0.9527374825	0.05736610779
31	0.951801591	0.05693909348
32	0.9531835206	0.05630390052
33	0.9541627689	0.05512295054
34	0.9556282111	0.05383674371
35	0.9585468095	0.05271323744
36	0.9590316574	0.05187529239
37	0.9585081585	0.05058954472
38	0.9599254427	0.05007357586
39	0.9618604651	0.04921933278
40	0.9627906977	0.04850259742
41	0.9651324965	0.04647251779
42	0.9646511628	0.04633051543
43	0.9651324965	0.04592438636
44	0.9665427509	0.04551068944
45	0.9684308264	0.04381139545
46	0.9684308264	0.04345545848
47	0.969809568	0.04286730699
48	0.970260223	0.04267099977
49	0.9707385044	0.04250829009
50	0.9702878366	0.04156501755
51	0.9707385044	0.04145558708
52	0.9722222222	0.04036295829
53	0.9726725336	0.03988857572
54	0.9735988884	0.03952924714
55	0.9731481481	0.03933295138
56	0.9740740741	0.03861993977
57	0.9740740741	0.03848959355
58	0.9749768304	0.03807500404
59	0.9749768304	0.03761605526
60	0.9759259259	0.03700198904
61	0.9768518519	0.03641379722
62	0.9777983349	0.03571619171
63	0.97827092	0.03543476701
64	0.9777983349	0.03541582903
65	0.9782508098	0.03516211897
66	0.9773253124	0.03434628158
67	0.9773253124	0.0342944675
68	0.9773253124	0.03427596667
