iter	Passed	Remaining
432	52719	69034
433	52834	68904
434	52956	68783
435	53072	68653
436	53189	68525
437	53309	68401
438	53424	68271
439	53532	68132
440	53653	68009
441	53768	67880
442	53887	67755
443	54011	67636
444	54133	67514
445	54243	67378
446	54361	67252
447	54480	67128
448	54591	66993
449	54706	66863
450	54821	66733
451	54940	66608
452	55053	66477
453	55163	66342
454	55283	66218
455	55395	66086
456	55508	65953
457	55619	65820
458	55737	65694
459	55858	65572
460	55972	65442
461	56090	65317
462	56209	65192
463	56328	65069
464	56443	64940
465	56564	64818
466	56687	64698
467	56806	64575
468	56929	64455
469	57054	64337
470	57176	64217
471	57299	64097
472	57429	63985
473	57558	63872
474	57687	63760
475	57811	63641
476	57947	63536
477	58073	63419
478	58202	63305
479	58331	63192
480	58459	63078
481	58589	62965
482	58717	62851
483	58840	62730
484	58970	62617
485	59098	62502
486	59220	62382
487	59341	62259
488	59461	62136
489	59581	62013
490	59710	61899
491	59834	61780
492	59952	61654
493	60078	61538
494	60206	61422
495	60331	61304
496	60454	61184
497	60574	61061
498	60693	60936
499	60812	60812
500	60936	60692
501	61062	60576
502	61186	60457
503	61314	60340
504	61433	60217
505	61556	60096
506	61684	59980
507	61802	59855
508	61929	59739
509	62058	59624
510	62185	59507
511	62312	59391
512	62433	59268
513	62560	59152
514	62682	59031
515	62809	58914
516	62933	58794
517	63061	58678
518	63188	58562
519	63316	58445
520	63448	58333
521	63571	58212
522	63698	58096
523	63816	57970
524	63944	57854
525	64072	57738
526	64200	57621
527	64326	57504
528	64454	57387
529	64580	57269
530	64705	57150
531	64829	57030
532	64961	56917
533	65090	56801
534	65217	56683
535	65342	56565
536	65469	56447
537	65598	56332
538	65724	56213
539	65854	56097
540	65980	55979
541	66110	55864
542	66239	55748
543	66366	55630
544	66493	55513
545	66618	55393
546	66745	55275
547	66878	55162
548	67001	55041
549	67129	54924
550	67255	54805
551	67383	54688
552	67511	54570
553	67642	54456
554	67768	54337
555	67895	54218
556	68025	54102
557	68151	53984
558	68280	53867
559	68406	53747
560	68537	53632
561	68668	53517
562	68794	53397
563	68922	53280
564	69051	53163
565	69177	53044
566	69302	52924
567	69430	52806
568	69555	52686
569	69681	52566
570	69805	52446
571	69939	52332
572	70069	52215
573	70198	52098
574	70329	51982
575	70457	51864
576	70583	51744
577	70711	51626
578	70840	51508
579	70966	51389
580	71090	51268
581	71219	51150
582	71350	51034
583	71478	50916
584	71607	50798
585	71735	50679
586	71864	50562
587	71995	50446
588	72123	50327
589	72251	50208
590	72378	50089
591	72506	49970
592	72633	49851
593	72756	49729
594	72881	49608
595	73011	49490
596	73141	49373
597	73273	49257
598	73400	49137
599	73526	49017
600	73653	48897
601	73776	48776
602	73906	48658
603	74034	48538
604	74161	48419
605	74282	48295
606	74413	48178
607	74553	48067
608	74681	47948
609	74804	47825
610	74922	47700
611	75044	47577
612	75164	47453
613	75295	47335
614	75424	47217
615	75552	47097
616	75683	46979
617	75808	46858
618	75941	46742
619	76067	46622
620	76197	46503
621	76326	46384
622	76455	46265
623	76580	46144
624	76707	46024
625	76833	45903
626	76953	45779
627	77082	45660
628	77211	45541
629	77341	45422
630	77467	45302
631	77586	45177
632	77715	45057
633	77840	44936
634	77969	44816
635	78091	44693
636	78219	44573
637	78344	44452
638	78472	44332
639	78591	44207
640	78719	44087
641	78850	43969
642	78971	43845
643	79097	43724
644	79219	43601
645	79343	43479
646	79472	43359
647	79598	43238
648	79728	43119
649	79856	42999
650	79986	42880
651	80113	42759
652	80233	42635
653	80360	42514
654	80485	42393
655	80610	42271
656	80729	42146
657	80855	42025
658	80984	41905
659	81112	41785
660	81232	41660
661	81354	41537
662	81476	41414
663	81599	41291
664	81729	41171
665	81865	41055
666	81994	40935
667	82121	40814
668	82246	40692
669	82363	40567
670	82489	40445
671	82614	40323
672	82738	40201
673	82865	40080
674	82991	39958
675	83114	39835
676	83241	39715
677	83361	39590
678	83486	39468
679	83604	39343
680	83728	39220
681	83854	39099
682	83980	38977
683	84106	38856
684	84232	38734
685	84357	38612
686	84482	38490
687	84607	38368
688	84734	38247
689	84859	38125
690	84988	38005
691	85116	37884
692	85234	37758
693	85358	37636
694	85484	37514
695	85604	37390
696	85729	37268
697	85854	37146
698	85971	37020
699	86097	36898
700	86224	36777
701	86348	36654
702	86474	36533
703	86598	36410
704	86724	36289
705	86854	36168
706	86982	36047
707	87108	35925
708	87231	35802
709	87357	35681
710	87479	35557
711	87603	35435
712	87724	35311
713	87856	35191
714	87982	35069
715	88107	34947
716	88232	34825
717	88360	34704
718	88484	34581
719	88603	34456
720	88730	34335
721	88846	34209
722	88971	34087
723	89098	33965
724	89225	33843
725	89350	33721
726	89476	33599
727	89602	33477
728	89723	33353
729	89844	33230
730	89970	33108
731	90088	32983
732	90214	32861
733	90339	32738
734	90456	32613
735	90583	32491
736	90708	32369
737	90832	32246
738	90958	32124
739	91081	32001
740	91206	31879
741	91331	31756
742	91457	31634
743	91584	31512
744	91708	31390
745	91828	31266
746	91954	31143
747	92075	31020
748	92201	30898
749	92323	30774
750	92449	30652
751	92572	30529
752	92700	30407
753	92833	30287
754	92962	30166
755	93085	30043
756	93206	29919
757	93327	29795
758	93455	29674
759	93584	29552
760	93705	29429
761	93831	29306
762	93957	29184
763	94078	29060
764	94207	28939
765	94332	28817
766	94453	28693
767	94578	28570
768	94720	28453
769	94886	28342
770	95013	28220
771	95133	28096
772	95267	27976
773	95398	27855
774	95523	27732
775	95653	27611
776	95769	27486
777	95887	27361
778	96004	27236
779	96128	27113
780	96253	26990
781	96376	26867
782	96497	26743
783	96621	26620
784	96746	26497
785	96868	26373
786	96992	26250
787	97116	26127
788	97241	26005
789	97367	25882
790	97489	25759
791	97625	25638
792	97751	25516
793	97871	25392
794	97995	25269
795	98123	25147
796	98250	25024
797	98379	24902
798	98505	24780
799	98635	24658
800	98763	24536
801	98897	24416
802	99018	24292
803	99139	24168
804	99266	24045
805	99393	23923
806	99522	23801
807	99644	23677
808	99765	23554
809	99891	23431
810	100020	23309
811	100148	23187
812	100276	23064
813	100403	22942
814	100533	22820
815	100652	22696
816	100775	22572
817	100902	22450
818	101031	22328
819	101157	22205
820	101288	22083
821	101410	21959
822	101531	21836
823	101659	21713
824	101783	21590
825	101907	21467
826	102032	21344
827	102159	21221
828	102286	21098
829	102418	20977
830	102546	20854
831	102668	20731
832	102787	20606
833	102915	20484
834	103042	20361
835	103163	20237
836	103290	20115
837	103408	19990
838	103528	19866
839	103656	19744
840	103785	19621
841	103914	19499
842	104033	19375
843	104159	19252
844	104288	19129
845	104415	19006
846	104541	18884
847	104661	18760
848	104777	18635
849	104900	18511
850	105017	18387
851	105133	18262
852	105256	18139
853	105384	18016
854	105521	17895
855	105649	17772
856	105777	17650
857	105896	17525
858	106018	17402
859	106138	17278
860	106261	17154
861	106385	17031
862	106508	16908
863	106634	16785
864	106756	16661
865	106885	16538
866	107011	16415
867	107140	16293
868	107259	16169
869	107393	16047
870	107523	15924
871	107644	15801
872	107765	15677
873	107893	15554
874	108013	15430
875	108132	15306
876	108261	15183
877	108389	15061
878	108529	14939
879	108651	14816
880	108776	14692
881	108903	14569
882	109029	14446
883	109150	14322
884	109283	14200
885	109404	14076
886	109529	13953
887	109652	13830
888	109780	13707
889	109908	13584
890	110028	13460
891	110147	13336
892	110273	13213
893	110397	13089
894	110522	12966
895	110645	12842
896	110763	12718
897	110884	12594
898	111012	12471
899	111143	12349
900	111268	12225
901	111386	12101
902	111505	11977
903	111627	11854
904	111744	11730
905	111872	11607
906	112003	11484
907	112130	11361
908	112261	11238
909	112388	11115
910	112515	10992
911	112641	10868
912	112765	10745
913	112892	10622
914	113016	10498
915	113136	10374
916	113254	10250
917	113373	10127
918	113494	10003
919	113615	9879
920	113736	9755
921	113856	9632
922	113976	9508
923	114103	9385
924	114225	9261
925	114351	9138
926	114469	9014
927	114587	8890
928	114706	8766
929	114827	8642
930	114947	8519
931	115068	8395
932	115188	8271
933	115310	8148
934	115429	8024
935	115549	7900
936	115676	7777
937	115795	7653
938	115914	7530
939	116040	7406
940	116160	7283
941	116277	7159
942	116400	7035
943	116527	6912
944	116648	6789
945	116767	6665
946	116887	6541
947	117016	6418
948	117135	6294
949	117254	6171
950	117381	6048
951	117500	5924
952	117619	5800
953	117737	5677
954	117864	5553
955	117985	5430
956	118108	5306
957	118229	5183
958	118355	5060
959	118478	4936
960	118604	4813
961	118724	4689
962	118844	4566
963	118966	4442
964	119086	4319
965	119207	4195
966	119330	4072
967	119450	3948
968	119571	3825
969	119691	3701
970	119812	3578
971	119940	3455
972	120062	3331
973	120185	3208
974	120306	3084
975	120427	2961
976	120548	2837
977	120667	2714
978	120796	2591
979	120917	2467
980	121037	2344
981	121162	2220
982	121280	2097
983	121412	1974
984	121532	1850
985	121652	1727
986	121772	1603
987	121893	1480
988	122023	1357
989	122146	1233
990	122266	1110
991	122383	986
992	122502	863
993	122624	740
994	122744	616
995	122871	493
996	122998	370
997	123129	246
998	123259	123
999	123387	0
