iter	Logloss
0	0.6103540617
1	0.5440694658
2	0.4868484656
3	0.4377789749
4	0.3963623278
5	0.3627506321
6	0.3333208136
7	0.3151913924
8	0.2934779897
9	0.279094505
10	0.2634409804
11	0.2498908574
12	0.2344105738
13	0.2224776802
14	0.2151505065
15	0.2045508496
16	0.1963823333
17	0.1888357849
18	0.1818826474
19	0.1776076186
20	0.1722019682
21	0.166102573
22	0.1606924958
23	0.1562324379
24	0.1524649544
25	0.1481290277
26	0.1447873101
27	0.1413761865
28	0.1388273073
29	0.1374242808
30	0.1340386837
31	0.1313853037
32	0.1291159248
33	0.1253717192
34	0.123233861
35	0.121567174
36	0.1199049658
37	0.1182220726
38	0.1156799599
39	0.1137816661
40	0.1121640339
41	0.1097592628
42	0.1091258261
43	0.1074506912
44	0.1056188975
45	0.1041591234
46	0.1022216402
47	0.1016933895
48	0.1002864808
49	0.09848536049
50	0.09728628245
51	0.0958737786
52	0.09431291424
53	0.09283817627
54	0.09209177798
55	0.0911719809
56	0.08972506107
57	0.0889849925
58	0.08745047407
59	0.08647552845
60	0.08488287226
61	0.08431234079
62	0.08369279544
63	0.08224442225
64	0.08072551033
65	0.07939976163
66	0.07880908822
67	0.07791432122
68	0.07751154087
69	0.07600469153
70	0.07544823987
71	0.07503467972
72	0.07405042247
73	0.07312088722
74	0.072309229
75	0.0717729495
76	0.07057351716
77	0.07004972539
78	0.06950059486
79	0.0692769716
80	0.06892905179
81	0.06860239804
82	0.06796173347
83	0.06731811931
84	0.06658104946
85	0.06624782125
86	0.0659993688
87	0.0656228438
88	0.06541694428
89	0.0650140817
90	0.06467520675
91	0.06357483691
92	0.0629092572
93	0.06275805987
94	0.06236809563
95	0.06133537715
96	0.06114155688
97	0.06013123023
98	0.05976859719
99	0.05965003297
100	0.05933838212
101	0.05914657147
102	0.05867716713
103	0.05828706617
104	0.0579938415
105	0.05763741587
106	0.05695971765
107	0.05640481153
108	0.05610285959
109	0.05575160314
110	0.0549110428
111	0.05444733875
112	0.05409191902
113	0.05382986865
114	0.05317458171
115	0.05228415284
116	0.05171495367
117	0.05128828473
118	0.05106967191
119	0.05070518739
120	0.05039733971
121	0.04971581393
122	0.04930380204
123	0.04892752345
124	0.04873314375
125	0.04837628207
126	0.04782148053
127	0.04769636159
128	0.04749703339
129	0.04725771204
130	0.0471655444
131	0.04700200734
132	0.04679065891
133	0.04675504008
134	0.04618299723
135	0.04599348802
136	0.04593345855
137	0.04580454694
138	0.04518173904
139	0.04513360699
140	0.04482798079
141	0.04479816356
142	0.04451770117
143	0.04441730689
144	0.04417030416
145	0.04411331827
146	0.04373725863
147	0.04361819985
148	0.04319694764
149	0.04314197907
150	0.0427100648
151	0.04230923754
152	0.04228195113
153	0.04183471003
154	0.04159652496
155	0.04148208215
156	0.04141625355
157	0.04101508006
158	0.04072256508
159	0.04054636316
160	0.04047105747
161	0.04016261971
162	0.04008265038
163	0.03994740352
164	0.03957143562
165	0.03942763369
166	0.03939886287
167	0.03894196134
168	0.03872596853
169	0.03867853492
170	0.03839975518
171	0.03827795624
172	0.03826091923
173	0.03792078436
174	0.03790462158
175	0.03756932578
176	0.03719124133
177	0.03712096519
178	0.03670833002
179	0.03662183574
180	0.03632793815
181	0.03606877385
182	0.03560105786
183	0.03540507744
184	0.03513433342
185	0.03495642113
186	0.03481464718
187	0.03462478155
188	0.03459472956
189	0.03457134784
190	0.03455139928
191	0.03405330896
192	0.03372594823
193	0.03360536747
194	0.03337873483
195	0.03332417702
196	0.03316190211
197	0.03314025446
198	0.03308607076
199	0.03297175399
200	0.0329530182
201	0.03270858367
202	0.03252442372
203	0.03250724227
204	0.03199780692
205	0.03198213104
206	0.0317182743
207	0.03138322872
208	0.03122386957
209	0.031092158
210	0.03100043327
211	0.03098582536
212	0.03096305192
213	0.03082953603
214	0.03059854674
215	0.03045318553
216	0.03043674297
217	0.03018083023
218	0.0301545851
219	0.02988535961
220	0.02961730438
221	0.0293693149
222	0.02926107792
223	0.02924259198
224	0.0292300464
225	0.02898263297
226	0.02880461271
227	0.02879510614
228	0.02872893226
229	0.02864286062
230	0.02845020636
231	0.02834858203
232	0.02824758148
233	0.02791597976
234	0.02778542004
235	0.02774232733
236	0.0277009619
237	0.02745789026
238	0.02730735217
239	0.02726349788
240	0.02725483817
241	0.02722290303
242	0.02721474509
243	0.02720705895
244	0.02704003338
245	0.02690622653
246	0.02674427069
247	0.02644852395
248	0.02643897712
249	0.02634852266
250	0.02629300589
251	0.02624326533
252	0.02622716747
253	0.02621643966
254	0.02621063301
255	0.02602353565
256	0.02584336075
257	0.02580541729
258	0.02567209924
259	0.02565175778
260	0.02558008822
261	0.02556017471
262	0.02513407455
263	0.02503526925
264	0.02499084458
265	0.02489586455
266	0.02488931676
267	0.02487169943
268	0.02472995305
269	0.02467857692
270	0.02450615856
271	0.02449975755
272	0.02449495688
273	0.02427925527
274	0.02420795521
275	0.02417472154
276	0.02402850119
277	0.02378078148
278	0.02374728655
279	0.02372721168
280	0.02370555152
281	0.02370554941
282	0.02363605557
283	0.0236166343
284	0.02361663378
285	0.02361663327
286	0.02361661705
287	0.02353203988
288	0.02353203174
289	0.02346535004
290	0.02340868311
291	0.02332539911
292	0.02330878109
293	0.02325949154
294	0.02323610107
295	0.02323609393
296	0.02307630984
297	0.02306177621
298	0.02293545637
299	0.02293287925
300	0.02293286973
301	0.02289190839
302	0.02289190654
303	0.02288290939
304	0.02280120586
305	0.02268038261
306	0.02266264617
307	0.02264643778
308	0.02264643031
309	0.02264633803
310	0.02256515223
311	0.02255038321
312	0.02239954461
313	0.0223932923
314	0.02227451348
315	0.02224015391
316	0.02216535101
317	0.02215584552
318	0.02214694109
319	0.02214693399
320	0.02214692996
321	0.02213857372
322	0.02213853885
323	0.0221307391
324	0.02200460189
325	0.02183681326
326	0.02178112483
327	0.02178110583
328	0.02177394429
329	0.02176525563
330	0.02175849974
331	0.02175213192
332	0.02174721978
333	0.02174250132
334	0.02174249335
335	0.02169281486
336	0.0216856507
337	0.02162492643
338	0.02156959677
339	0.02156959385
340	0.02156956148
341	0.02152607437
342	0.02152045419
343	0.02147428852
344	0.0214248736
345	0.02141960849
346	0.02130427106
347	0.02130426668
348	0.02125964359
349	0.02125478714
350	0.02116026113
351	0.02111436044
352	0.02110694153
353	0.02103051907
354	0.02102393906
355	0.02095536757
356	0.02089881288
357	0.02089340289
358	0.02085973077
359	0.02082286554
360	0.02075393829
361	0.02074531711
362	0.02066571986
363	0.0206257035
364	0.02042485558
365	0.02041602809
366	0.02041112364
367	0.02040376022
368	0.0203739007
369	0.0202712261
370	0.02024418589
371	0.02023944255
372	0.02020036453
373	0.02017384776
374	0.02017094171
375	0.02014506395
